,index,work,author,birthYear,workLabel,authorLabel,genderLabel,citizenshipLabel,PublicationYear,religionLabel,nativeLanguageLabel
1846,0,http://www.wikidata.org/entity/Q5051282,http://www.wikidata.org/entity/Q42511,1866,The Wife of Sir Isaac Harman,H. G. Wells,male,United Kingdom,1914,,English
1847,0,http://www.wikidata.org/entity/Q115667637,http://www.wikidata.org/entity/Q708581,1940,The Demi-Urge,Thomas M. Disch,male,United States of America,1963,atheism,
1848,0,http://www.wikidata.org/entity/Q1213684,http://www.wikidata.org/entity/Q33977,1828,Eight Hundred Leagues on the Amazon,Jules Verne,male,France,1881,Catholicism,French
1849,0,http://www.wikidata.org/entity/Q16931675,http://www.wikidata.org/entity/Q237196,1856,Red Eve,H. Rider Haggard,male,United Kingdom of Great Britain and Ireland,1911,,
1850,0,http://www.wikidata.org/entity/Q3822000,http://www.wikidata.org/entity/Q36184,1847,The Lady of the Shroud,Bram Stoker,male,United Kingdom of Great Britain and Ireland,1909,,
1851,0,http://www.wikidata.org/entity/Q2743569,http://www.wikidata.org/entity/Q34190,1707,An Apology for the Life of Mrs. Shamela Andrews,Henry Fielding,male,Kingdom of Great Britain,1741,,
1852,0,http://www.wikidata.org/entity/Q19047230,http://www.wikidata.org/entity/Q725248,1848,Miss Cayley's Adventures,Grant Allen,male,United States of America,1899,agnosticism,
1854,0,http://www.wikidata.org/entity/Q16934453,http://www.wikidata.org/entity/Q237196,1856,The Wanderer's Necklace,H. Rider Haggard,male,United Kingdom of Great Britain and Ireland,1914,,
1855,0,http://www.wikidata.org/entity/Q124089987,http://www.wikidata.org/entity/Q5006539,1866,The Recipe for Diamonds,C. J. Cutcliffe Hyne,male,United Kingdom,1893,,
1856,0,http://www.wikidata.org/entity/Q2873306,http://www.wikidata.org/entity/Q45765,1876,Before Adam,Jack London,male,United States of America,1907,atheism,
1857,0,http://www.wikidata.org/entity/Q28939099,http://www.wikidata.org/entity/Q126462,1737,The Writings of Thomas Paine,Thomas Paine,male,United States of America,1894,deism,
1862,0,http://www.wikidata.org/entity/Q6469939,http://www.wikidata.org/entity/Q318399,1815,Lady Anna,Anthony Trollope,male,United Kingdom of Great Britain and Ireland,1873,,
1863,0,http://www.wikidata.org/entity/Q59874774,http://www.wikidata.org/entity/Q952614,1829,Being a Boy,Charles Dudley Warner,male,United States of America,1877,,English
1864,0,http://www.wikidata.org/entity/Q757821,http://www.wikidata.org/entity/Q44403,1797,Atta Troll,Heinrich Heine,male,France,1843,,
1867,0,http://www.wikidata.org/entity/Q124093336,http://www.wikidata.org/entity/Q6261093,1827,Cudjo's Cave,John Townsend Trowbridge,male,United States of America,1867,,
1868,0,http://www.wikidata.org/entity/Q124090844,http://www.wikidata.org/entity/Q379621,1825,Timar's Two Worlds,Mór Jókai,male,Hungary,1888,,Hungarian
1869,0,http://www.wikidata.org/entity/Q123615515,http://www.wikidata.org/entity/Q218698,1859,Idle Ideas in 1905,Jerome K. Jerome,male,United Kingdom of Great Britain and Ireland,1905,,
1871,0,http://www.wikidata.org/entity/Q4363731,http://www.wikidata.org/entity/Q45765,1876,The Kempton-Wace Letters,Jack London,male,United States of America,1903,atheism,
1872,0,http://www.wikidata.org/entity/Q7859431,http://www.wikidata.org/entity/Q132805,1840,Two on a Tower,Thomas Hardy,male,United Kingdom,1882,,
1873,0,http://www.wikidata.org/entity/Q124080962,http://www.wikidata.org/entity/Q163069,1866,A Monk of Cruta,E. Phillips Oppenheim,male,United Kingdom,1894,,
1874,0,http://www.wikidata.org/entity/Q16934451,http://www.wikidata.org/entity/Q237196,1856,The Virgin of the Sun,H. Rider Haggard,male,United Kingdom of Great Britain and Ireland,1922,,
1875,0,http://www.wikidata.org/entity/Q2827384,http://www.wikidata.org/entity/Q34981,1920,Youth,Isaac Asimov,male,United States of America,1952,atheism,Yiddish
1878,0,http://www.wikidata.org/entity/Q28054637,http://www.wikidata.org/entity/Q76487,1830,Andrea Delfin,Paul Heyse,male,Kingdom of Prussia,1862,,
1879,0,http://www.wikidata.org/entity/Q3407200,http://www.wikidata.org/entity/Q465179,1930,The Planet Savers,Marion Zimmer Bradley,female,United States of America,1962,,
1880,0,http://www.wikidata.org/entity/Q19088139,http://www.wikidata.org/entity/Q38203,1880,Optimism,Helen Keller,female,United States of America,1903,The New Church,
1881,0,http://www.wikidata.org/entity/Q5287401,http://www.wikidata.org/entity/Q318399,1815,Doctor Thorne,Anthony Trollope,male,United Kingdom of Great Britain and Ireland,1858,,
1882,0,http://www.wikidata.org/entity/Q124081018,http://www.wikidata.org/entity/Q650048,1849,A Prince of Good Fellows,Robert Barr,male,United Kingdom of Great Britain and Ireland,1902,,
1884,0,http://www.wikidata.org/entity/Q1211101,http://www.wikidata.org/entity/Q7245,1835,The Innocents Abroad,Mark Twain,male,United States of America,1869,atheism,
1885,0,http://www.wikidata.org/entity/Q3576767,http://www.wikidata.org/entity/Q7245,1835,Roughing It,Mark Twain,male,United States of America,1872,atheism,
1886,0,http://www.wikidata.org/entity/Q7713449,http://www.wikidata.org/entity/Q7245,1835,The American Claimant,Mark Twain,male,United States of America,1892,atheism,
1887,0,http://www.wikidata.org/entity/Q7627640,http://www.wikidata.org/entity/Q5423950,1915,Student Body,F. L. Wallace,male,United States of America,1953,,
1888,0,http://www.wikidata.org/entity/Q7745312,http://www.wikidata.org/entity/Q1960665,1827,The Lamplighter,Maria Susanna Cummins,female,United States of America,1854,,
1889,0,http://www.wikidata.org/entity/Q2582895,http://www.wikidata.org/entity/Q7245,1835,The Mysterious Stranger,Mark Twain,male,United States of America,1916,atheism,
1890,0,http://www.wikidata.org/entity/Q3058638,http://www.wikidata.org/entity/Q7245,1835,Sketches New and Old,Mark Twain,male,United States of America,1875,atheism,
1891,0,http://www.wikidata.org/entity/Q3180997,http://www.wikidata.org/entity/Q45765,1876,John Barleycorn,Jack London,male,United States of America,1913,atheism,
1892,0,http://www.wikidata.org/entity/Q1296683,http://www.wikidata.org/entity/Q350552,1847,St. Peter's Umbrella,Kálmán Mikszáth,male,Hungary,1895,Lutheranism,Hungarian
1893,0,http://www.wikidata.org/entity/Q7574519,http://www.wikidata.org/entity/Q534599,1922,Special Delivery,Damon Knight,male,United States of America,1954,,English
1894,0,http://www.wikidata.org/entity/Q20096880,http://www.wikidata.org/entity/Q538549,1840,A Problem in Greek Ethics,John Addington Symonds,male,United Kingdom of Great Britain and Ireland,1883,,English
1895,0,http://www.wikidata.org/entity/Q7776052,http://www.wikidata.org/entity/Q294625,1904,The World That Couldn't Be,Clifford D. Simak,male,United States of America,1959,,English
1896,0,http://www.wikidata.org/entity/Q1278200,http://www.wikidata.org/entity/Q171091,1928,Second Variety,Philip K. Dick,male,United States of America,1953,Episcopal Church,English
1897,0,http://www.wikidata.org/entity/Q7443625,http://www.wikidata.org/entity/Q171091,1928,Second Variety,Philip K. Dick,male,United States of America,1989,Episcopal Church,English
1898,0,http://www.wikidata.org/entity/Q17031765,http://www.wikidata.org/entity/Q171091,1928,Second Variety,Philip K. Dick,male,United States of America,1991,Episcopal Church,English
1899,0,http://www.wikidata.org/entity/Q193034,http://www.wikidata.org/entity/Q37621,1588,Leviathan,Thomas Hobbes,male,Kingdom of England,1651,,
1900,0,http://www.wikidata.org/entity/Q58349612,http://www.wikidata.org/entity/Q37621,1588,Leviathan,Thomas Hobbes,male,Kingdom of England,1668,,
1901,0,http://www.wikidata.org/entity/Q615227,http://www.wikidata.org/entity/Q207544,1856,The Patchwork Girl of Oz,L. Frank Baum,male,United States of America,1913,,English
1902,0,http://www.wikidata.org/entity/Q11978379,http://www.wikidata.org/entity/Q80889,1882,Jenny,Sigrid Undset,female,Norway,1911,Catholicism,
1903,0,http://www.wikidata.org/entity/Q3209683,http://www.wikidata.org/entity/Q313185,1910,The Big Time,Fritz Leiber,male,United States of America,1958,,
1904,0,http://www.wikidata.org/entity/Q636812,http://www.wikidata.org/entity/Q61456,1834,A Struggle for Rome,Felix Dahn,male,Hamburg,1876,,
1905,0,http://www.wikidata.org/entity/Q4675044,http://www.wikidata.org/entity/Q1512,1850,St. Ives,Robert Louis Stevenson,male,United Kingdom,1897,Presbyterianism,English
1907,0,http://www.wikidata.org/entity/Q4921232,http://www.wikidata.org/entity/Q1849325,1917,Black Man's Burden,Mack Reynolds,male,United States of America,1962,,
1908,0,http://www.wikidata.org/entity/Q115249399,http://www.wikidata.org/entity/Q220883,1926,Duel on Syrtis,Poul Anderson,male,United States of America,1951,,English
1909,0,http://www.wikidata.org/entity/Q60982841,http://www.wikidata.org/entity/Q76715,1812,Black Forest Village Stories,Berthold Auerbach,male,Kingdom of Württemberg,1842,,
1911,0,http://www.wikidata.org/entity/Q4500509,http://www.wikidata.org/entity/Q379580,1838,My First Summer in the Sierra,John Muir,male,United States of America,1911,Christianity,
1914,0,http://www.wikidata.org/entity/Q124090601,http://www.wikidata.org/entity/Q29824449,1827,The White Chief of the Caffres,Alfred Wilks Drayson,male,United Kingdom of Great Britain and Ireland,1887,,
1915,0,http://www.wikidata.org/entity/Q16385626,http://www.wikidata.org/entity/Q125249,1842,Essays in Radical Empiricism,William James,male,United States of America,1912,Lutheranism,
1916,0,http://www.wikidata.org/entity/Q124087079,http://www.wikidata.org/entity/Q5080225,1806,The Bramleighs of Bishop's Folly,Charles Lever,male,United Kingdom of Great Britain and Ireland,1868,,
1917,0,http://www.wikidata.org/entity/Q3212617,http://www.wikidata.org/entity/Q42443,1844,The Revolt of the Angels,Anatole France,male,France,1914,,French
1918,0,http://www.wikidata.org/entity/Q1616808,http://www.wikidata.org/entity/Q368519,1824,Phantastes,George MacDonald,male,United Kingdom of Great Britain and Ireland,1858,Presbyterianism,
1919,0,http://www.wikidata.org/entity/Q19025623,http://www.wikidata.org/entity/Q7114583,1858,A Short History of Wales,Owen Morgan Edwards,male,United Kingdom of Great Britain and Ireland,1906,,
1920,0,http://www.wikidata.org/entity/Q7019506,http://www.wikidata.org/entity/Q182589,1834,News from Nowhere,William Morris,male,United Kingdom,1890,,English
1922,0,http://www.wikidata.org/entity/Q17022390,http://www.wikidata.org/entity/Q9317,1883,A Treatise on Probability,John Maynard Keynes,male,United Kingdom,1921,,English
1924,0,http://www.wikidata.org/entity/Q7751288,http://www.wikidata.org/entity/Q170509,1843,The Middle Years,Henry James,male,United States of America,1917,,English
1926,0,http://www.wikidata.org/entity/Q2600909,http://www.wikidata.org/entity/Q231944,1764,The Mysteries of Udolpho,Ann Radcliffe,female,Kingdom of Great Britain,1794,,
1928,0,http://www.wikidata.org/entity/Q124086866,http://www.wikidata.org/entity/Q5080225,1806,That Boy of Norcott's,Charles Lever,male,United Kingdom of Great Britain and Ireland,1869,,
1929,0,http://www.wikidata.org/entity/Q4134557,http://www.wikidata.org/entity/Q207640,1906,Red Nails,Robert E. Howard,male,United States of America,1936,,English
1930,0,http://www.wikidata.org/entity/Q7319037,http://www.wikidata.org/entity/Q34743,1865,Rewards and Fairies,Rudyard Kipling,male,United Kingdom,1910,,English
1932,0,http://www.wikidata.org/entity/Q65771803,http://www.wikidata.org/entity/Q5052923,1800,Holiday House,Catherine Sinclair,female,United Kingdom of Great Britain and Ireland,1839,,
1933,0,http://www.wikidata.org/entity/Q20873001,http://www.wikidata.org/entity/Q1285626,1904,The Door into Infinity,Edmond Hamilton,male,United States of America,1936,,
1934,0,http://www.wikidata.org/entity/Q855801,http://www.wikidata.org/entity/Q167856,1789,The Deerslayer,James Fenimore Cooper,male,United States of America,1841,,English
1935,0,http://www.wikidata.org/entity/Q863438,http://www.wikidata.org/entity/Q35610,1859,The Valley of Fear,Arthur Conan Doyle,male,United Kingdom,1915,spiritism,English
1939,0,http://www.wikidata.org/entity/Q2743868,http://www.wikidata.org/entity/Q170509,1843,The Sacred Fount,Henry James,male,United States of America,1901,,English
1941,0,http://www.wikidata.org/entity/Q94576813,http://www.wikidata.org/entity/Q57182,1813,Schnock,Christian Friedrich Hebbel,male,Duchy of Holstein,1848,,
1942,0,http://www.wikidata.org/entity/Q4710615,http://www.wikidata.org/entity/Q1512,1850,Island Nights' Entertainments,Robert Louis Stevenson,male,United Kingdom,1893,Presbyterianism,English
1944,0,http://www.wikidata.org/entity/Q5739278,http://www.wikidata.org/entity/Q287752,1860,Herland,Charlotte Perkins Gilman,female,United States of America,1915,,
1945,0,http://www.wikidata.org/entity/Q124090007,http://www.wikidata.org/entity/Q252307,1867,The Red Rat's Daughter,Guy Boothby,male,Australia,1899,,
1947,0,http://www.wikidata.org/entity/Q19902842,http://www.wikidata.org/entity/Q15999660,1866,Windyridge,Willie Riley,male,United Kingdom,1912,,
1949,0,http://www.wikidata.org/entity/Q16387162,http://www.wikidata.org/entity/Q148234,1875,The Mucker,Edgar Rice Burroughs,male,United States of America,1921,,English
1950,0,http://www.wikidata.org/entity/Q7746356,http://www.wikidata.org/entity/Q234530,1865,The Laughing Cavalier,Emma Orczy,female,United Kingdom,1913,,
1952,0,http://www.wikidata.org/entity/Q1348323,http://www.wikidata.org/entity/Q5333,1797,Principles of Geology,Charles Lyell,male,United Kingdom of Great Britain and Ireland,1830,,English
1953,0,http://www.wikidata.org/entity/Q807736,http://www.wikidata.org/entity/Q254041,1811,Facundo,Domingo Faustino Sarmiento,male,Argentina,1845,,
1954,0,http://www.wikidata.org/entity/Q4996134,http://www.wikidata.org/entity/Q943991,1796,Bulfinch's Mythology,Thomas Bulfinch,male,United States of America,1855,,
1955,0,http://www.wikidata.org/entity/Q5018893,http://www.wikidata.org/entity/Q706571,1851,Calculus Made Easy,Silvanus P. Thompson,male,United Kingdom,1910,,
1957,0,http://www.wikidata.org/entity/Q3809486,http://www.wikidata.org/entity/Q170509,1843,The Spoils of Poynton,Henry James,male,United States of America,1897,,English
1959,0,http://www.wikidata.org/entity/Q785958,http://www.wikidata.org/entity/Q1035,1809,The Variation of Animals and Plants under Domestication,Charles Darwin,male,United Kingdom of Great Britain and Ireland,1868,agnosticism,English language in England
1961,0,http://www.wikidata.org/entity/Q124090316,http://www.wikidata.org/entity/Q6233717,1859,The Story of a Red Deer,John William Fortescue,male,United Kingdom,1897,,
1963,0,http://www.wikidata.org/entity/Q123015364,http://www.wikidata.org/entity/Q188385,1874,Geography and Plays,Gertrude Stein,female,United States of America,1922,,
1964,0,http://www.wikidata.org/entity/Q1211843,http://www.wikidata.org/entity/Q57619,1864,Pandora's Box,Frank Wedekind,male,Kingdom of Prussia,1902,,German
1965,0,http://www.wikidata.org/entity/Q56018282,http://www.wikidata.org/entity/Q7287626,1870,The Crimson Sweater,Ralph Henry Barbour,male,United States of America,1906,,
1966,0,http://www.wikidata.org/entity/Q472085,http://www.wikidata.org/entity/Q299565,1800,The Pencil of Nature,William Henry Fox Talbot,male,Kingdom of Great Britain,1844,,
1968,0,http://www.wikidata.org/entity/Q124086269,http://www.wikidata.org/entity/Q5080225,1806,Roland Cashel,Charles Lever,male,United Kingdom of Great Britain and Ireland,1850,,
1969,0,http://www.wikidata.org/entity/Q18649031,http://www.wikidata.org/entity/Q938005,1795,Horse-Shoe Robinson,John P. Kennedy,male,United States of America,1835,Episcopal Church,
1970,0,http://www.wikidata.org/entity/Q124088161,http://www.wikidata.org/entity/Q5080225,1806,The Fortunes of Glencore,Charles Lever,male,United Kingdom of Great Britain and Ireland,1857,,
1971,0,http://www.wikidata.org/entity/Q19094227,http://www.wikidata.org/entity/Q1349144,1865,The Moonlit Way,Robert W. Chambers,male,United States of America,1919,,
1972,0,http://www.wikidata.org/entity/Q27653665,http://www.wikidata.org/entity/Q131487,1857,Minna,Karl Adolph Gjellerup,male,Kingdom of Denmark,1889,atheism,
1973,0,http://www.wikidata.org/entity/Q118117267,http://www.wikidata.org/entity/Q4800383,1874,The Man Who Couldn't Sleep,Arthur Stringer,male,Canada,1919,,
1974,0,http://www.wikidata.org/entity/Q14476439,http://www.wikidata.org/entity/Q179126,1819,The King of the Golden River,John Ruskin,male,United Kingdom of Great Britain and Ireland,1842,,English
1975,0,http://www.wikidata.org/entity/Q111096228,http://www.wikidata.org/entity/Q16487084,1849,O Annel Mysterioso,Alberto Pimentel,male,Portugal,1873,,Portuguese
1977,0,http://www.wikidata.org/entity/Q737501,http://www.wikidata.org/entity/Q315220,1804,The Mysteries of Paris,Eugène Sue,male,France,1842,,French
1978,0,http://www.wikidata.org/entity/Q730105,http://www.wikidata.org/entity/Q42511,1866,The Wonderful Visit,H. G. Wells,male,United Kingdom,1895,,English
1979,0,http://www.wikidata.org/entity/Q16385164,http://www.wikidata.org/entity/Q2331144,1853,The Bondman,Hall Caine,male,United Kingdom,1890,,English
1981,0,http://www.wikidata.org/entity/Q7279367,http://www.wikidata.org/entity/Q318399,1815,Rachel Ray,Anthony Trollope,male,United Kingdom of Great Britain and Ireland,1863,,
1982,0,http://www.wikidata.org/entity/Q51413367,http://www.wikidata.org/entity/Q969253,1778,Remarks on some fossil impressions in the sandstone rocks of Connecticut River,John Collins Warren,male,United States of America,1854,,
1983,0,http://www.wikidata.org/entity/Q5447647,http://www.wikidata.org/entity/Q5354138,1846,Fifty Years a Hunter and Trapper,Eldred Nathaniel Woodcock,male,United States of America,1913,,
1984,0,http://www.wikidata.org/entity/Q121073251,http://www.wikidata.org/entity/Q52155452,1851,The Ifs of History,Joseph Edgar Chamberlin,male,United States of America,1907,,
1985,0,http://www.wikidata.org/entity/Q7721831,http://www.wikidata.org/entity/Q189119,1879,The Celestial Omnibus,E. M. Forster,male,United Kingdom,1911,,
1987,0,http://www.wikidata.org/entity/Q124091696,http://www.wikidata.org/entity/Q76487,1830,Four Phases of Love,Paul Heyse,male,Kingdom of Prussia,1857,,
1988,0,http://www.wikidata.org/entity/Q23307939,http://www.wikidata.org/entity/Q65448,1857,The Undying Past,Hermann Sudermann,male,Germany,1894,,
1989,0,http://www.wikidata.org/entity/Q88316399,http://www.wikidata.org/entity/Q4739696,1860,Irene Iddesleigh,Amanda McKittrick Ros,female,Republic of Ireland,1897,,
1990,0,http://www.wikidata.org/entity/Q19799208,http://www.wikidata.org/entity/Q7509068,1856,The True Benjamin Franklin,Sydney George Fisher,male,United States of America,1899,,
1991,0,http://www.wikidata.org/entity/Q2920166,http://www.wikidata.org/entity/Q231708,1858,The Enchanted Castle,Edith Nesbit,female,United Kingdom,1907,,English
1993,0,http://www.wikidata.org/entity/Q1768444,http://www.wikidata.org/entity/Q2141938,1763,Rural Rides,William Cobbett,male,United Kingdom of Great Britain and Ireland,1822,,
1994,0,http://www.wikidata.org/entity/Q2387918,http://www.wikidata.org/entity/Q1481362,1846,For the Term of His Natural Life,Marcus Clarke,male,Australia,1870,,English
1995,0,http://www.wikidata.org/entity/Q111889713,http://www.wikidata.org/entity/Q639274,1832,St. George for England,G. A. Henty,male,United Kingdom of Great Britain and Ireland,1884,,
1996,0,http://www.wikidata.org/entity/Q2426986,http://www.wikidata.org/entity/Q466068,1864,The Gadfly,Ethel Lilian Voynich,female,United Kingdom of Great Britain and Ireland,1897,,
1997,0,http://www.wikidata.org/entity/Q23307598,http://www.wikidata.org/entity/Q65448,1857,The Song of Songs,Hermann Sudermann,male,Germany,1908,,
1998,0,http://www.wikidata.org/entity/Q7245749,http://www.wikidata.org/entity/Q195390,1870,Prison Memoirs of an Anarchist,Alexander Berkman,male,United States of America,1912,atheism,
2001,0,http://www.wikidata.org/entity/Q3365242,http://www.wikidata.org/entity/Q504,1840,Paris,Émile Zola,male,France,1897,atheism,French
2002,0,http://www.wikidata.org/entity/Q3232885,http://www.wikidata.org/entity/Q1512,1850,The Merry Men,Robert Louis Stevenson,male,United Kingdom,1882,Presbyterianism,English
2004,0,http://www.wikidata.org/entity/Q3851655,http://www.wikidata.org/entity/Q3561371,1840,Mastr'Impicca,Vittorio Imbriani,male,Kingdom of Italy,1874,,
2005,0,http://www.wikidata.org/entity/Q6739298,http://www.wikidata.org/entity/Q110436,1971,Makers,Cory Doctorow,male,Canada,2009,atheism,
2008,0,http://www.wikidata.org/entity/Q3940410,http://www.wikidata.org/entity/Q504,1840,Rome,Émile Zola,male,France,1896,atheism,French
2009,0,http://www.wikidata.org/entity/Q124082544,http://www.wikidata.org/entity/Q644784,1831,Cursed by a Fortune,George Manville Fenn,male,United Kingdom of Great Britain and Ireland,1896,,
2010,0,http://www.wikidata.org/entity/Q124084111,http://www.wikidata.org/entity/Q437184,1835,John Marchmont's Legacy,Mary Elizabeth Braddon,female,United Kingdom,1863,,
2012,0,http://www.wikidata.org/entity/Q3319940,http://www.wikidata.org/entity/Q613164,1801,Mon oncle Benjamin,Claude Tillier,male,France,1843,,French
2013,0,http://www.wikidata.org/entity/Q124085412,http://www.wikidata.org/entity/Q2493772,1814,Mrs. Halliburton's Troubles,Ellen Wood,female,United Kingdom of Great Britain and Ireland,1862,,
2014,0,http://www.wikidata.org/entity/Q57166842,http://www.wikidata.org/entity/Q78846,1848,The Jews of Barnow,Karl Emil Franzos,male,Austria-Hungary,1876,Judaism,
2018,0,http://www.wikidata.org/entity/Q1711004,http://www.wikidata.org/entity/Q57182,1813,Judith,Christian Friedrich Hebbel,male,Duchy of Holstein,1840,,
2020,0,http://www.wikidata.org/entity/Q13093360,http://www.wikidata.org/entity/Q1373764,1879,Letters of a Javanese Princess,Kartini,female,Dutch East Indies,1911,Islam,
2023,0,http://www.wikidata.org/entity/Q3235921,http://www.wikidata.org/entity/Q314993,1864,The Three Eyes,Maurice Leblanc,male,France,1920,,French
2025,0,http://www.wikidata.org/entity/Q124089100,http://www.wikidata.org/entity/Q644784,1831,The Mynns' Mystery,George Manville Fenn,male,United Kingdom of Great Britain and Ireland,1890,,
2026,0,http://www.wikidata.org/entity/Q7770322,http://www.wikidata.org/entity/Q229480,1873,The Troll Garden,Willa Cather,female,United States of America,1905,,
2027,0,http://www.wikidata.org/entity/Q7632777,http://www.wikidata.org/entity/Q327500,1843,Such Is Life,Joseph Furphy,male,Australia,1903,,
2028,0,http://www.wikidata.org/entity/Q111096225,http://www.wikidata.org/entity/Q16487084,1849,Noites de Cintra,Alberto Pimentel,male,Portugal,1892,,Portuguese
2030,0,http://www.wikidata.org/entity/Q1830372,http://www.wikidata.org/entity/Q437798,1863,The Hidden Force,Louis Couperus,male,Kingdom of the Netherlands,1900,,Dutch
2031,0,http://www.wikidata.org/entity/Q2818471,http://www.wikidata.org/entity/Q314993,1864,813,Maurice Leblanc,male,France,1910,,French
2035,0,http://www.wikidata.org/entity/Q7731620,http://www.wikidata.org/entity/Q148234,1875,The Efficiency Expert,Edgar Rice Burroughs,male,United States of America,1921,,English
2036,0,http://www.wikidata.org/entity/Q3227807,http://www.wikidata.org/entity/Q314993,1864,The Golden Triangle,Maurice Leblanc,male,France,1918,,French
2038,0,http://www.wikidata.org/entity/Q3794904,http://www.wikidata.org/entity/Q330376,1884,The Metal Monster,Abraham Grace Merritt,male,United States of America,1941,,
2039,0,http://www.wikidata.org/entity/Q326909,http://www.wikidata.org/entity/Q37030,1875,Buddenbrooks,Thomas Mann,male,Nazi Germany,1901,Lutheranism,German
2043,0,http://www.wikidata.org/entity/Q465221,http://www.wikidata.org/entity/Q469996,1813,The Village Notary,József Eötvös,male,Hungary,1845,,Hungarian
2049,0,http://www.wikidata.org/entity/Q14476502,http://www.wikidata.org/entity/Q90238,1828,The Ordeal of Richard Feverel,George Meredith,male,United Kingdom,1859,,
2051,0,http://www.wikidata.org/entity/Q1055881,http://www.wikidata.org/entity/Q50020,1806,On Liberty,John Stuart Mill,male,United Kingdom of Great Britain and Ireland,1859,atheism,English
2052,0,http://www.wikidata.org/entity/Q17148739,http://www.wikidata.org/entity/Q761717,1851,Woman in Science,John Augustine Zahm,male,United States of America,1913,Catholicism,
2054,0,http://www.wikidata.org/entity/Q4865325,http://www.wikidata.org/entity/Q167856,1789,The Chainbearer,James Fenimore Cooper,male,United States of America,1845,,English
2055,0,http://www.wikidata.org/entity/Q16386886,http://www.wikidata.org/entity/Q42511,1866,Mankind in the Making,H. G. Wells,male,United Kingdom,1903,,English
2056,0,http://www.wikidata.org/entity/Q7744561,http://www.wikidata.org/entity/Q429440,1881,The King of Ireland's Son,Padraic Colum,male,Republic of Ireland,1916,Catholic Church,English
2060,0,http://www.wikidata.org/entity/Q16239161,http://www.wikidata.org/entity/Q42511,1866,Boon,H. G. Wells,male,United Kingdom,1915,,English
2061,0,http://www.wikidata.org/entity/Q1436824,http://www.wikidata.org/entity/Q185696,1832,Jo's Boys,Louisa May Alcott,female,United States of America,1886,,English
2062,0,http://www.wikidata.org/entity/Q16160725,http://www.wikidata.org/entity/Q234530,1865,Lord Tony's Wife,Emma Orczy,female,United Kingdom,1917,,
2064,0,http://www.wikidata.org/entity/Q28491,http://www.wikidata.org/entity/Q1064,1785,The Betrothed,Alessandro Manzoni,male,Kingdom of Italy,1827,Catholicism,
2066,0,http://www.wikidata.org/entity/Q7762990,http://www.wikidata.org/entity/Q4352362,1890,The Secret Battle,A. P. Herbert,male,United Kingdom,1919,,
2068,0,http://www.wikidata.org/entity/Q42192878,http://www.wikidata.org/entity/Q77069,1882,Der Mensch ist gut,Leonhard Frank,male,Germany,1918,,
2069,0,http://www.wikidata.org/entity/Q1195793,http://www.wikidata.org/entity/Q134942,1874,Of Human Bondage,William Somerset Maugham,male,United Kingdom,1915,,
2071,0,http://www.wikidata.org/entity/Q124093553,http://www.wikidata.org/entity/Q1405996,1818,Afloat in the Forest,Thomas Mayne Reid,male,United States of America,1868,,
2073,0,http://www.wikidata.org/entity/Q16167670,http://www.wikidata.org/entity/Q46405,1832,Arne,Bjørnstjerne Bjørnson,male,Norway,1859,Christianity,
2074,0,http://www.wikidata.org/entity/Q457481,http://www.wikidata.org/entity/Q76480,1871,Professor Unrat,Heinrich Mann,male,Germany,1905,,
2075,0,http://www.wikidata.org/entity/Q622634,http://www.wikidata.org/entity/Q33977,1828,Five Weeks in a Balloon,Jules Verne,male,France,1863,Catholicism,French
2076,0,http://www.wikidata.org/entity/Q121965353,http://www.wikidata.org/entity/Q252307,1867,The Childerbridge Mystery,Guy Boothby,male,Australia,1902,,
2078,0,http://www.wikidata.org/entity/Q124086511,http://www.wikidata.org/entity/Q5080225,1806,Sir Brook Fossbrooke,Charles Lever,male,United Kingdom of Great Britain and Ireland,1866,,
2079,0,http://www.wikidata.org/entity/Q777658,http://www.wikidata.org/entity/Q77204,1788,Aus dem Leben eines Taugenichts,Joseph von Eichendorff,male,Kingdom of Prussia,1826,Catholic Church,German
2080,0,http://www.wikidata.org/entity/Q5051272,http://www.wikidata.org/entity/Q42511,1866,Marriage,H. G. Wells,male,United Kingdom,1912,,English
2081,0,http://www.wikidata.org/entity/Q7641568,http://www.wikidata.org/entity/Q508029,1869,Sunshine Sketches of a Little Town,Stephen Leacock,male,Canada,1912,,
2083,0,http://www.wikidata.org/entity/Q124083222,http://www.wikidata.org/entity/Q644784,1831,Friends I Have Made,George Manville Fenn,male,United Kingdom of Great Britain and Ireland,1881,,
2084,0,http://www.wikidata.org/entity/Q7997819,http://www.wikidata.org/entity/Q1688174,1871,Why Marry?,Jesse Lynch Williams,male,United States of America,1918,,
2085,0,http://www.wikidata.org/entity/Q4659481,http://www.wikidata.org/entity/Q42511,1866,A Short History of the World,H. G. Wells,male,United Kingdom,1922,,English
2086,0,http://www.wikidata.org/entity/Q4767661,http://www.wikidata.org/entity/Q314158,1867,Anna of the Five Towns,Arnold Bennett,male,United Kingdom,1902,,
2087,0,http://www.wikidata.org/entity/Q7737650,http://www.wikidata.org/entity/Q2042924,1862,The Great Apostasy,James E. Talmage,male,United Kingdom,1909,The Church of Jesus Christ of Latter-day Saints,
2089,0,http://www.wikidata.org/entity/Q17022816,http://www.wikidata.org/entity/Q540166,1863,The Three Impostors,Arthur Machen,male,Wales,1895,,
